unique_incident_id,incident_id,incident_seq,publication_date,headline,publication
201908602,2019086,02,2020-04-16,Three civilians killed in rocket attacks by Haftar's forces in Tripoli,libyaobserver.ly
201908603,2019086,03,2020-04-16,Three civilians killed in rocket attacks by Haftar's forces in Tripoli,libyaobserver.ly
201908604,2019086,04,2020-04-16,Three civilians killed in rocket attacks by Haftar's forces in Tripoli,libyaobserver.ly
201908605,2019086,05,2020-04-16,Three civilians killed in rocket attacks by Haftar's forces in Tripoli,libyaobserver.ly
201908700,2019087,00,,April 16 Badghis Province  one police officer killed,nytimes.com
201908800,2019088,00,,April 16 Herat Province  one police officer killed,nytimes.com
201908900,2019089,00,,April 16 Paktia Province  two civilians killed,nytimes.com
201909000,2019090,00,2020-04-17,2 Hizb-ul-Mujahideen militants responsible for killing SPO eliminated in Kishtwar - cities - Hindustan Times,hindustantimes.com
201909100,2019091,00,2020-04-17,Two terrorists killed in encounter in Jammu and Kashmir’s Shopian   Tehelka,tehelka.com
201909201,2019092,01,2020-04-17,"Naxals torch vehicles, road construction machines in C''garh",outlookindia.com
201909203,2019092,03,2020-04-17,"Naxals torch vehicles, road construction machines in C''garh",outlookindia.com
201909202,2019092,02,2020-04-17,"Naxals torch vehicles, road construction machines in C''garh",outlookindia.com
201909300,2019093,00,2020-04-17,Sukma Naxal Encounter  Naxalite worth 9 lakh killed in encounter,naidunia.com
201909400,2019094,00,2020-04-17,CRPF soldier injured in Pulwama attack  &#8211; Kashmir Reader,kashmirreader.com
201909500,2019095,00,2020-04-18,"Afghan gun battle kills 2, wounds 6 in northern Takhar province - Xinhua   English.news.cn",xinhuanet.com
201909601,2019096,01,2020-04-17,Afghan forces conduct preemptive raids against Taliban militants in Kandahar - The Khaama Press News Agency,khaama.com
201909604,2019096,04,2020-04-17,Afghan forces conduct preemptive raids against Taliban militants in Kandahar - The Khaama Press News Agency,khaama.com
201909603,2019096,03,2020-04-17,Afghan forces conduct preemptive raids against Taliban militants in Kandahar - The Khaama Press News Agency,khaama.com
201909602,2019096,02,2020-04-17,Afghan forces conduct preemptive raids against Taliban militants in Kandahar - The Khaama Press News Agency,khaama.com
201909700,2019097,00,2020-04-30,April 17 Takhar Province  five soldiers killed,New York Times
201909800,2019098,00,2020-04-17,Cameroun   Plusieurs assassinats à Bambili dans le Nord-ouest secoué par la crise anglophone - KOACI,koaci.com
201909900,2019099,00,2020-04-17,Tracking Conflict Worldwide,Crisis Group
201910000,2019100,00,2020-04-17,UNHCR Cameroon Factsheet - April 2020,reliefweb.int
201910100,2019101,00,2020-04-17,"Heavy clashes breakout between Syrian Army, militants in eastern Idlib",almasdarnews.com
201910200,2019102,00,2020-04-18,An IED killed 1 civilian in Diyala,omannews.gov.om
201910300,2019103,00,2020-04-19,"Syria  Elements of Palestinian Militia Kidnapped by ISIS-Affiliated Group in Dayr az Zawr, Orient News Online, 2020-04-19",Orient News Online
201910400,2019104,00,2020-04-19,"Syria  Elements of Palestinian Militia Kidnapped by ISIS-Affiliated Group in Dayr az Zawr, Orient News Online, 2020-04-19",Orient News Online
201910501,2019105,01,2020-04-17,Turkey-backed rebels kidnap 25 civilians in NE Syria  report - China.org.cn,china.org.cn
201910502,2019105,02,2020-04-17,Turkey-backed rebels kidnap 25 civilians in NE Syria  report - China.org.cn,china.org.cn
201910600,2019106,00,2020-04-17,Kivu Security Tracker   Crisis Mapping in Eastern Congo,kivusecurity.org
201910700,2019107,00,2020-04-17,The NDC-R stabbed and killed a 20-year-old woman in her field in Ibuga village in Rutshuru territory.,kivusecurity.org
201910800,2019108,00,2020-04-17,"Turkish-backed factions arrest and torture nearly 40 persons from Ahras village, while investigating yesterday’s car-bomb attack",syriahr.com
201910900,2019109,00,2020-04-17,"Unidentified gunmen assassinate commander in Tahrir al-Sham, west of Aleppo",syriahr.com
201911000,2019110,00,2020-04-17,Armed fight erupts between Turkish-backed military police and local tribes in Ras Al-Ain,syriahr.com
201911100,2019111,00,2020-04-18,Houthi shelling kills 3 civilians in central Yemen – Middle East Monitor,middleeastmonitor.com
201911200,2019112,00,2020-04-17,The Arab coalition announces the fall of a Houthi missile on Marib | Al-Mandab News,almandeb.news
201911300,2019113,00,2020-04-18,11 Filipino soldiers killed in clash with Daesh fighters   Arab News,arabnews.com
201911400,2019114,00,2020-04-17,Troops securing SAP distribution clash with NPA in Agusan Sur,pna.gov.ph
201911500,2019115,00,2020-04-19,Soldiers turn over bodies of slain NPA rebels to Davao Oriental town government,inquirer.net
201911600,2019116,00,2020-04-17,11 troops killed in clash with ASG faction led by IS SEA emir   Tempo – The Nation's Fastest Growing Newspaper,tempo.com.ph
201911700,2019117,00,2020-04-21,"Thirteen dead, 28 injured in Rakhine clashes during Thingyan   Myanmar NOW",myanmar-now.org
201911800,2019118,00,2020-04-17,One civilian was killed and four other injured by alleged LNA shelling,airwars.org
201911900,2019119,00,2020-04-17,One civilian was allegedly killed and two policemen injured by LNA shelling,airwars.org
201912000,2019120,00,2020-04-17,One child was allegedly killed and three more injured by alleged LNA shelling,airwars.org
201912100,2019121,00,2020-04-17,One man was reported killed and six more civilians injured after alleged LNA shelling on Janzur.,airwars.org
201912200,2019122,00,,April 17 Herat Province  one police officer killed,nytimes.com
201912300,2019123,00,,April 17 Helmand Province  two civilians and one police officer killed,nytimes.com
201912400,2019124,00,2020-04-17,"Israel  IDF Says Lebanon Border Fence Damaged at Three Locations in 'Deliberate Sabotage', The Times of Israel, 2020-04-17",The Times of Israel
201912500,2019125,00,2020-04-18,"Rockets strike near Chinese oil site in Iraq, no casualties   The Star",thestar.com
201912600,2019126,00,2020-04-18,Iraqi security personnel reportedly injured in ‘booby-trapped house’,BBC Monitoring
201912700,2019127,00,2020-04-18,"4 IS militants, policeman killed in Iraq  sources - China.org.cn",china.org.cn
201912800,2019128,00,2020-04-18,"4 IS militants, policeman killed in Iraq  sources - China.org.cn",china.org.cn
201912900,2019129,00,2020-04-18,explosives - attack - Diyala - 4 incidents,kurdistan24.net
201913000,2019130,00,2020-04-18,explosives - attack - Diyala - 4 incidents,kurdistan24.net
201913100,2019131,00,2020-04-18,"Afghan forces kill 6 Taliban militants, wound 2 others in Zurmat district - The Khaama Press News Agency",khaama.com
201913200,2019132,00,2020-04-19,9 pro-government fighters killed in Balkh firefight   Pajhwok Afghan News,pajhwok.com
201913300,2019133,00,2020-04-18,"Mortar attack by Taliban kills 2 women, 1 child in Paktiya - The Khaama Press News Agency",khaama.com
201913400,2019134,00,2020-04-20,"6 Taliban militants killed, 4 wounded in Warak operations  Thunder Corps - The Khaama Press News Agency",khaama.com
201913501,2019135,01,2020-04-18,May Alerts and April Trends 2020,crisisgroup.org
201913502,2019135,02,2020-04-25,May Alerts and April Trends 2020,crisisgroup.org
201913600,2019136,00,2020-04-18,"J&K  Three CRPF jawans killed, 2 injured in militant attack in Sopore - India News",indiatoday.in
201913700,2019137,00,2020-04-19,Asesinados líderes y ex guerrillero    Alerta Tolima,alertatolima.com
201913800,2019138,00,2020-04-18,"Cop martyred, soldier injured in clash with militants in Buner",thenews.com.pk
201913900,2019139,00,2020-04-19,27 dead and wounded in Nimroz gun-battles   Pajhwok Afghan News,pajhwok.com
201914000,2019140,00,2020-04-19,27 dead and wounded in Nimroz gun-battles   Pajhwok Afghan News,pajhwok.com
201914100,2019141,00,2020-04-18,"The injury of civilians &amp; damages in a market in Afrin city in Aleppo in the aftermath of an unknown- source IED, on Apr 18 - Syrian Network for Human Rights",sn4hr.org
201914200,2019142,00,2020-04-18,Syrian military commander assassinated in Daraa,almasdarnews.com
201914300,2019143,00,2020-04-19,Casualties reported in eastern Syria blast,BBC Monitoring
201914400,2019144,00,2020-04-18,Maoists in Chhattisgarh set ablaze 4 heavy vehicles engaged in PM Gram Sadak Yojana,The New Indian Express Online
201914502,2019145,02,2020-04-18,Security Efforts Against US Backed Terrorists in Syria and Iraq (South Front) – Veterans Today   Military Foreign Affairs Policy Journal for Clandestine Services,veteranstoday.com
201914501,2019145,01,2020-04-18,Security Efforts Against US Backed Terrorists in Syria and Iraq (South Front) – Veterans Today   Military Foreign Affairs Policy Journal for Clandestine Services,veteranstoday.com
201914600,2019146,00,2020-04-23,Bombs explode outside offices of Greek newspaper and TV station,cpg
201914701,2019147,01,2020-04-18,Turkish-backed factions loot and burn down properties belonging to Autonomous Administration’s affiliates in rural Ras Al-Ain,syriahr.com
201914702,2019147,02,2020-04-18,Turkish-backed factions loot and burn down properties belonging to Autonomous Administration’s affiliates in rural Ras Al-Ain,syriahr.com
201914703,2019147,03,2020-04-18,Turkish-backed factions loot and burn down properties belonging to Autonomous Administration’s affiliates in rural Ras Al-Ain,syriahr.com
201914704,2019147,04,2020-04-18,Turkish-backed factions loot and burn down properties belonging to Autonomous Administration’s affiliates in rural Ras Al-Ain,syriahr.com
201914705,2019147,05,2020-04-18,Turkish-backed factions loot and burn down properties belonging to Autonomous Administration’s affiliates in rural Ras Al-Ain,syriahr.com
201914800,2019148,00,2020-04-18,The second attacks of its kind in a few days  IEDs go off in school planned to be SDF headquarters in eastern Deir Ezzor,syriahr.com
201914900,2019149,00,2020-04-18,ISIS Sinai targets the Egyptian Military using IED,alaraby.co.uk
201915000,2019150,00,2020-04-19,Suspected NPA leader killed in Samar clash,inquirer.net
201915100,2019151,00,2020-04-18,"Suspected rebel killed, 7 others caught in Iloilo clash   Philippine News Agency",pna.gov.ph
201915200,2019152,00,2020-04-20,"Houthi Militia Launches Shocking Attack on Yemeni Radio Station: Equipment Destroyed, No Group Claims Responsibility",marebpress.net
201915300,2019153,00,2020-04-18,the story of two displaced children who were victims of a Houthi mine in Mari,almawqeapost.net
201915400,2019154,00,2020-04-18,Kivu Security Tracker   Crisis Mapping in Eastern Congo,kivusecurity.org
201915500,2019155,00,2020-04-18,Ten people injured including four children as Haftar continues attack on Tripoli,libyaobserver.ly
201915600,2019156,00,,April 18 Kunduz Province  five security forces killed,nytimes.com
201915700,2019157,00,,April 18 Faryab Province  two police officers killed,nytimes.com
201915800,2019158,00,,April 18 Wardak Province  two security forces killed,nytimes.com
201915900,2019159,00,2020-04-18,"At least 24 killed in fighting between Yemeni troops, Houthi rebels in Marib  sources - China.org.cn",china.org.cn
201916000,2019160,00,,Dozens dead in fresh wave of Taliban violence in,indiatimes.com
201916100,2019161,00,2020-04-19,"Fulani militia attacked Atang community, near Gidan Waya in Godogodo Chiefdom of Jemaa, Kaduna state",247ureports.com
201916200,2019162,00,2020-04-19,President of Agricultural Workers Association in Colombia Brutally Murdered in Possible Political Assassination,elespectador.com
201916300,2019163,00,2020-04-19,3 CRPF men killed in Sopore attack -  Kashmir Times,kashmirtimes.in
201916400,2019164,00,2020-04-19,"Jammu and Kashmir  Attacked by millitants, cop succumbs to bullet wounds in Anantnag - India News",indiatoday.in
201916501,2019165,01,2020-04-19,Naxals kill ‘cop informer’ in West Singhbhum forest   Jamshedpur News - Times of India,timesofindia.indiatimes.com
201916502,2019165,02,2020-04-19,Naxals kill ‘cop informer’ in West Singhbhum forest   Jamshedpur News - Times of India,timesofindia.indiatimes.com
201916602,2019166,02,2020-04-20,"Cop thrashed by Hizbul trio in Kulgam, 2 Jaish OGWs arrested in Shopian   India News - Times of India",timesofindia.indiatimes.com
201916601,2019166,01,2020-04-20,"Cop thrashed by Hizbul trio in Kulgam, 2 Jaish OGWs arrested in Shopian   India News - Times of India",timesofindia.indiatimes.com
201916700,2019167,00,2020-04-19,IS militants killed in Iraqi airstrike in north of Baghdad - Xinhua   English.news.cn,xinhuanet.com
201916800,2019168,00,2020-04-20,Al-Shabab shells airport in Somali capital,BBC Monitoring
201916900,2019169,00,2020-04-19,Militants attack kill 3 police in Afghanistan's western Badghis,Xinhua Net
201917000,2019170,00,2020-04-19,"Afghan forces repel Taliban attack, retake port from militants in Jawzjan - The Khaama Press News Agency",khaama.com
201917100,2019171,00,2020-04-30,April 19 Ghor Province  two soldiers killed,New York Times
201917200,2019172,00,2020-04-20,Taliban attack in south Afghanistan kills five policemen,timesnownews.com
201917301,2019173,01,2020-04-20,18 soldiers killed in Taliban overnight attack in N. Afghanistan - China.org.cn,china.org.cn
201917302,2019173,02,2020-04-20,18 soldiers killed in Taliban overnight attack in N. Afghanistan - China.org.cn,china.org.cn
201917400,2019174,00,2020-04-19,"One martyred, 3 injured in terrorist attack on Army check post  ISPR",arynews.tv
201917500,2019175,00,2020-04-19,IED explosion in Syria’s Idlib claims casualties,npasyria.com
201917600,2019176,00,2020-04-21,A girl was raped by unknown perpetrator,Radio Tamazuj
201917700,2019177,00,2020-04-21,Unknown perpetrator kills a herder using firearms,Radio Tamazuj
201917800,2019178,00,2020-04-19,"Tunisian soldier injured in landmine attack in Kasserine, no group claims responsibility",kapitalis.com
201917900,2019179,00,2020-04-19,"Security chaos   Unknown gunmen try to assassinate civilian, and others kidnap civilian in Daraa countryside",syriahr.com
201918000,2019180,00,2020-04-19,"The Mai-Mai Biloze Bishambuke who abducted a man and three women, raped two women in Kivumu village in Fizi territory. The attackers also killed a man and two women but released an old woman.",kivusecurity.org
201918100,2019181,00,2020-04-19,A former Al Qaeda-linked fighter dies under mysterious circumstances in HTS prisons,syriahr.com
201918200,2019182,00,2020-04-19,Four soldiers killed in two separate clashes with communist rebels,cnnphilippines.com:443
201918300,2019183,00,2020-04-19,Army soldier dies in Masbate clash with suspected rebels   Philippine News Agency,pna.gov.ph
201918400,2019184,00,2020-04-21,Negros officials denounce NPA attack amid Covid-19 crisis   Philippine News Agency,pna.gov.ph
201918500,2019185,00,2020-04-20,Uproar in Yemen after Houthis Abduct Former Minister   Asharq AL-awsat,aawsat.com
201918600,2019186,00,2020-04-19,NPA hit for planting lethal explosives in Surigao Sur village   Philippine News Agency,pna.gov.ph
201918700,2019187,00,2020-04-19,Seven May-May Kyandenga raided the Afya Nzema health centre in Cantine locality in Beni territory. The attackers destroyed the handwashing kits. They also set fire to medication.,kivusecurity.org
201918800,2019188,00,2020-04-19,Ituri   des hommes armés non identifiés tuent trois personnes à Mahagi   Radio Okapi,radiookapi.net
201918901,2019189,01,2020-04-19,National Safety Authority mourns employee died in the line of duty,libyaobserver.ly
201918902,2019189,02,2020-04-19,National Safety Authority mourns employee died in the line of duty,libyaobserver.ly
201919000,2019190,00,,April 19 Uruzgan Province  six police officers killed,nytimes.com
201919100,2019191,00,,"MALI  Attack against the village of Domo, 1 killed",studiotamani.org
201919200,2019192,00,2020-04-19,Indonesian Police Allege MIT Militants Killed Poso Farmer,benarnews.org
201919300,2019193,00,2020-04-22,"COMBINE  1 NPA killed, 3 others captured in skirmishes",mindanaotimes.com.ph
201919400,2019194,00,2020-04-20,Troops &#8216;kill 21&#8217; bandits in Zamfara   TheCable,thecable.ng
201919500,2019195,00,2020-04-20,Burkina/Est   01 policier et un civil abattus sur l’axe Fada-Pama,infowakat.net
201919600,2019196,00,2020-04-20,Sahel   de violents affrontements opposent des groupes armés,burkinaonline.com
201919700,2019197,00,2020-04-20,"Somalia  Al-Shabaab Tea Shop Bomb Blast in Aw Dheegle Kills Three Civililans, One Soldier 20 April, Caasimada Online, 2020-04-20",Caasimada Online
201919800,2019198,00,2020-04-22,Al-Shabaab explosion kills soldiers in Somalia as KDF repulses another attack,garoweonline.com
201919900,2019199,00,2020-04-20,"Taliban militants kill 1 civilian, wound 3 others in Kapisa province - The Khaama Press News Agency",khaama.com
201920000,2019200,00,2020-04-20,1 soldiers killed and four soldiers injured in Diyala.,middleeastmonitor.com
201920100,2019201,00,2020-04-21,1 soldiers killed and four soldiers injured in Diyala.,newsyemen.net
201920200,2019202,00,2020-04-20,Five Iraqi security men reportedly killed in IS attacks,BBC Monitoring
201920300,2019203,00,2020-04-20,Five Iraqi security men reportedly killed in IS attacks,BBC Monitoring
201920400,2019204,00,2020-04-20,Lutte contre le terrorisme  un véhicule FAMa heurte un engin explosif improvisé au centre - Mali malivox.net Actualités et informations maliennes,malivox.net
201920500,2019205,00,2020-04-20,"Hay’at Tahrir al Sham executed a civilian inside a detention centr, April 20 - Syrian Network for Human Rights",sn4hr.org
201920600,2019206,00,2020-04-20,US vehicle attacked’ in Syria’s Hasaka,BBC Monitoring
201920700,2019207,00,2020-04-21,2 civilians killed by Boko Haram in Cameroon&#039;s Far North region   News Ghana,newsghana.com.gh
201920800,2019208,00,2020-04-20,UNHCR Cameroon Factsheet - April 2020,reliefweb.int
201920901,2019209,01,2020-04-20,20 terrorists killed in renewed infighting among Turkish-backed armed groups in Ras al-Ayn,syriatimes.sy
201920902,2019209,02,2020-04-21,Infighting kills 20 Turkey-backed rebels in NE Syria  state TV - Xinhua   English.news.cn,xinhuanet.com
201921000,2019210,00,2020-04-21,Unidentified assailants attack US military vehicle in Syria's Hasakah  Report,globalsecurity.org
201921100,2019211,00,2020-04-20,clash between Turkish-backed rebels - Ras al-Ayn,duvarenglish.com
201921201,2019212,01,2020-04-20,Maoists kill one person in Jharkhand,Telangana Today
201921202,2019212,02,2020-04-20,CPI Maoist Naxalites shot and killed youth accused of informing police,bhaskar.com
201921300,2019213,00,2020-04-20,"attack/clash - 1k, APCLS, Nyatura APRDC vs NDC-R - Nyabikeri village, Masisi territory, North Kivu - 1k",kivusecurity.org
201921400,2019214,00,2020-04-20,Demographic change in rural Ras al-Ain  Yazidi community face systematic violations by Turkish-backed factions in more than ten villages,syriahr.com
201921500,2019215,00,2020-04-20,Kivu Security Tracker   Crisis Mapping in Eastern Congo,kivusecurity.org
201921600,2019216,00,2020-04-20,Unidentified people assassinate a member of the Military Intelligence Division west Daraa,syriahr.com
201921700,2019217,00,2020-04-20,Unidentified gunmen kill regime opponent and member of the reconciliation committee between Al-Sweida and Daraa in southern Syria,syriahr.com
201921800,2019218,00,2020-04-20,ISIS resurgence  IED explosion leaves two regime soldiers dead in eastern Hama province,syriahr.com
201921900,2019219,00,2020-04-20,Security forces “Asayish” cordon off the site of bomb attack in Al-Darbasiya city center,syriahr.com
201922000,2019220,00,2020-04-20,Casualties among Turkish-backed opposition due to explosions in Sere-Kaniye,syriahr.com
201922100,2019221,00,2020-04-20,Houthi shelling targeted residential villages in Al-Duraihmi in Hodeidah,khabaragency.net
201922200,2019222,00,2020-04-20,"2 kawal, NPA leader patay sa bakbakan   Bandera",bandera.inquirer.net
201922300,2019223,00,2020-04-23,Yemen  Houthis capture Al-Qaeda base  &#8211; Middle East Monitor,middleeastmonitor.com
201922400,2019224,00,2020-04-20,WHO Driver Transporting COVID-19 Swabs Killed as Vehicle Attacked in Western Myanmar,irrawaddy.com
201922501,2019225,01,2020-04-22,"Villager Killed, Nine Hurt as Myanmar Military, AA Clash in Rakhine State",irrawaddy.com
201922504,2019225,04,2020-04-22,"Villager Killed, Nine Hurt as Myanmar Military, AA Clash in Rakhine State",irrawaddy.com
201922503,2019225,03,2020-04-22,"Villager Killed, Nine Hurt as Myanmar Military, AA Clash in Rakhine State",irrawaddy.com
201922502,2019225,02,2020-04-22,"Villager Killed, Nine Hurt as Myanmar Military, AA Clash in Rakhine State",irrawaddy.com
201922600,2019226,00,2020-04-20,Two members of one family killed and another injured in a new wave of bombing in Tripoli,libyaobserver.ly
201922700,2019227,00,2020-04-20,EYP trapped by terrorists in Siirt was destroyed,hurriyet
201922800,2019228,00,,Taliban Mine Planters Killed in Kunar,bakhtarnews.com.af
201922900,2019229,00,,April 5 Faryab Province  one police officer killed,nytimes.com
201923000,2019230,00,,April 5 Faryab Province  one police officer killed,nytimes.com
201923100,2019231,00,,April 5 Faryab Province  one police officer killed,nytimes.com
201923200,2019232,00,2020-04-20,"Israeli Forces Thwart Firebomb Attack in West Bank; Palestinian Suspect Shot, Wounded, Arutz Sheva, 2020-04-20",Arutz Sheva
201923300,2019233,00,2020-04-22,"Two brothers killed, many injured in fresh Taraba killings -",theeagleonline.com.ng
201923400,2019234,00,2020-04-21,Landmine explodes on militants attempting to plant it on Mogadishu road   Somali Affairs,somaliaffairs.com
201923500,2019235,00,2020-04-21,Six Somali soldiers killed in Al-Shabaab attack in Lower Shabelle   Somali Affairs,somaliaffairs.com
201923600,2019236,00,2020-04-21,Three Iraqis reportedly killed in militant attacks,BBC Monitoring
201923700,2019237,00,2020-04-22,Al-Shabaab terrorists target and murder singer from Heegan Music Band in Somalia,simbanews.net
201923800,2019238,00,2020-04-21,1st LD Writethru  6 wounded as car bombing hits governor's vehicle in Afghanistan - China.org.cn,china.org.cn
201923900,2019239,00,2020-04-21,Unidentified sniper killed 1 policeman in Diyala.,gttac.com
201924000,2019240,00,2020-04-21,IED injured 2 soldiers in Diyala.,gttac.com
201924100,2019241,00,2020-04-21,Bombings kill 5 in Iraq,aa.com.tr
201924203,2019242,03,2020-04-22,"11 security personnel lost their lives, 19 wounded in Taliban attacks in Sar-e Pul - The Khaama Press News Agency",khaama.com
201924201,2019242,01,2020-04-22,"11 security personnel lost their lives, 19 wounded in Taliban attacks in Sar-e Pul - The Khaama Press News Agency",khaama.com
201924202,2019242,02,2020-04-22,"11 security personnel lost their lives, 19 wounded in Taliban attacks in Sar-e Pul - The Khaama Press News Agency",khaama.com
201924300,2019243,00,2020-04-21,Afghanistan  Multiple IED attacks in Khost and Daikundi provinces April 21,garda.com
201924400,2019244,00,2020-04-21,"Several soldiers, Taliban killed in north Afghan clashes",BBC Monitoring
201924500,2019245,00,2020-04-22,4 civilians killed in E. Afghan roadside bomb blast - Xinhua   English.news.cn,xinhuanet.com
201924600,2019246,00,2020-04-22,Several Afghan soldiers killed in Taliban attacks - TV,BBC Monitoring
201924700,2019247,00,2020-04-21,ISIS attack security forces in Kirkuk,ninanews.com
201924801,2019248,01,2020-04-22,"Updated  30 Afghan Forces Killed in Taliban Attacks, Says Source",TOLOnews Online
201924803,2019248,03,2020-04-22,"Updated  30 Afghan Forces Killed in Taliban Attacks, Says Source",TOLOnews Online
201924802,2019248,02,2020-04-22,"Updated  30 Afghan Forces Killed in Taliban Attacks, Says Source",TOLOnews Online
201924900,2019249,00,2020-04-22,IS claims killing 'sorcerer' in eastern Syria,BBC Monitoring
201925000,2019250,00,2020-04-21,syriatimes.sy - Landmine blast kills a civilian in Hama,syriatimes.sy
201925100,2019251,00,2020-04-21,An IED targeted PMFs in Mosul,arabic.sputniknews.com
201925200,2019252,00,2020-04-21,Afrin Liberation Forces Launch Deadly Attack on Turkey-Backed Militants in Syria,rojinfo.com
201925300,2019253,00,2020-04-23,5 fisherman were killed and other injured by an unknown perpetrator,Radio Tamazuj
201925400,2019254,00,2020-04-21,Security forces “Asayish” cordon off the site of bomb attack in Al-Darbasiya city center,syriahr.com
201925500,2019255,00,2020-04-21,Security forces “Asayish” cordon off the site of bomb attack in Al-Darbasiya city center,syriahr.com
201925600,2019256,00,2020-04-21,Security forces “Asayish” cordon off the site of bomb attack in Al-Darbasiya city center,syriahr.com
201925700,2019257,00,2020-05-02,"Army  Rebels attack soldiers guarding aid distribution, 2 killed",cnnphilippines.com
201925800,2019258,00,2020-04-23,Father of former rebel slain by NPA hitmen,kalinawnews.com
201925900,2019259,00,2020-04-21,Huthi supervisor injury… and Houthi militias explode the house of a citizen in the gut | Al-Mandab News,almandeb.news
201926000,2019260,00,2020-04-21,A civilian was seriously injured as a result of a Houthi shelling that targeted residential neighborhoods in Al-Tahita,khabaragency.net
201926100,2019261,00,2020-04-21,With mortars.. Ongoing Houthi bombardment on Al-Draihmi,almashhadalaraby.com
201926200,2019262,00,2020-04-21,"8 killed in clash between gov't army, Houthis in central Yemen  source - China.org.cn",china.org.cn
201926300,2019263,00,2020-04-22,A girl was killed and her mother was injured in Houthi shelling that targeted the Al-Akla area in Al-Bayda,marebpress.net
201926400,2019264,00,2020-04-21,"Al Houthi militia bombed a government hospital in Marib, killing 4 civilians",adennews.net
201926500,2019265,00,2020-04-21,Two members of one family killed and another injured in a new wave of bombing in Tripoli,libyaobserver.ly
201926600,2019266,00,2020-04-21,Ituri   sept personnes tuées dans une attaque de la milice CODECO à Mongbwalu   Radio Okapi,radiookapi.net
201926700,2019267,00,2020-04-22,"attack/clash 44a - 7k 1w, CODECO vs FARDC, Mungwalu, Djugu, Ituri - Mungwalu, Djugu, Ituri - 7k, 1w",BBC Monitoring
201926800,2019268,00,2020-04-22,DR Congo army repulses militia attack on mining town,BBC Monitoring
201926900,2019269,00,2020-04-22,DR Congo army repulses militia attack on mining town,BBC Monitoring
201927000,2019270,00,,Comoros  19 people suspected of attempted assassination against the president arrested,tellerreport.com
201927100,2019271,00,,Six Civilians Lost Their Lives Following Mine Blast,bakhtarnews.com.af
201927200,2019272,00,,Khost Governor Survived from Life Attempt,bakhtarnews.com.af
201927300,2019273,00,2020-04-30,"Troops kill 11 terrorists, lose one soldier in action — Nigerian Pilot News",nigerianpilot.com
201927400,2019274,00,2020-04-22,"J&K  Four unidentified militants killed in Shopian encounter   India News,The Indian Express",indianexpress.com
201927500,2019275,00,2020-04-22,Somalia  KDF kills Al-Shabaab as Jubaland forces clash with FGS troops in Gedo,garoweonline.com
201927600,2019276,00,2020-04-22,Five Iraqi security personnel wounded by IED explosion in Diyala - ShiaWaves English,shiawaves.com
201927700,2019277,00,2020-04-24,Afghan police defuse 5 roadside bombs in 4 provinces  gov't - Xinhua   English.news.cn,xinhuanet.com
201927800,2019278,00,2020-04-24,Afghan police defuse 5 roadside bombs in 4 provinces  gov't - Xinhua   English.news.cn,xinhuanet.com
201927900,2019279,00,2020-04-24,Afghan police defuse 5 roadside bombs in 4 provinces  gov't - Xinhua   English.news.cn,xinhuanet.com
201928000,2019280,00,2020-04-24,Afghan police defuse 5 roadside bombs in 4 provinces  gov't - Xinhua   English.news.cn,xinhuanet.com
201928100,2019281,00,2020-04-22,UNHCR Cameroon Factsheet - April 2020,reliefweb.int
201928200,2019282,00,2020-04-22,Maoist Camp Busted In Odisha’s Malkangiri,Odisha Bytes
201928300,2019283,00,2020-04-22,"The death of a civilian in the explosion of an unknown- source landmine in Deir Ez-Zour, on Apr 22 - Syrian Network for Human Rights",sn4hr.org
201928400,2019284,00,2020-04-22,"ISIS attack Jurf Al-Sakher, Babylon",afaq.tv
201928500,2019285,00,2020-04-22,"raid/kidnapping - 1k ADF, Katota village, Beni, North Kivu - Katota villa.",kivusecurity.org
201928600,2019286,00,2020-04-22,IED explosion injures high-ranking regime officer in airforce intelligence and kills his companion in rural Daraa,syriahr.com
201928700,2019287,00,2020-04-22,A former Al Qaeda-linked fighter dies under mysterious circumstances in HTS prisons,syriahr.com
201928800,2019288,00,2020-04-22,Violations in areas held by Turkish-backed factions  elderly woman killed during robbery and displaced people kill elderly man using batons,syriahr.com
201928900,2019289,00,2020-04-23,"Russia’s Haftar Backing Wagner Accused Of Using Chemical Weapons In Libya, Daily Sabah Online, 2020-04-23",Daily Sabah Online
201929000,2019290,00,2020-04-22,Fierce clashes among Local factions in Al-Sweida’s Salkhad leave many casualties,syriahr.com
201929100,2019291,00,2020-04-22,The ADF killed one man among the hostages taken from Katota village in Beni territory.,kivusecurity.org
201929200,2019292,00,2020-04-22,NPA attack on troops securing COVID-19 aid distribution kills 2 soldiers   Inquirer News,newsinfo.inquirer.net
201929300,2019293,00,2020-04-23,Army says Paquibato residents need not worry amid NPA clash,mindanaotimes.com.ph
201929400,2019294,00,2020-04-23,14 BDM Members Killed in Deadly Clash with Police in Congo's Kongo-Central Province,uk.reuters.com
201929500,2019295,00,2020-04-22,"Al-Qaida militants kill security member, kidnap another in southern Yemen  - China.org.cn",china.org.cn
201929600,2019296,00,2020-04-22,"Random Houthi bombing on Al-Tahita, Al-Durayhimi and Faza",almashhadalaraby.com
201929700,2019297,00,2020-04-22,Naval Mine Explosion Claims Life of Fisherman in Yemeni Waters: Unclaimed Tragedy Raises Concerns,almashhad-alyemeni.com
